iter	Logloss
0	0.6351846029
1	0.5818755715
2	0.5320645973
3	0.4877885368
4	0.4427304298
5	0.4037534219
6	0.3683758395
7	0.3392931126
8	0.3114319713
9	0.2849111791
10	0.26212949
11	0.239760027
12	0.2204190376
13	0.2033347203
14	0.1822840113
15	0.1674215058
16	0.1537195479
17	0.1427550486
18	0.1328724403
19	0.122949172
20	0.1129091088
21	0.1036248663
22	0.09589672236
23	0.08993667601
24	0.08304191373
25	0.07770178949
26	0.07261745633
27	0.0672901386
28	0.06225270162
29	0.05836492875
30	0.05512614162
31	0.05110453899
32	0.04777087908
33	0.04509634007
34	0.0420702726
35	0.03958048556
36	0.03677741677
37	0.03489315744
38	0.03299481118
39	0.03117299781
40	0.02954127421
41	0.02793515032
42	0.02660753365
43	0.0252818272
44	0.02380504734
45	0.02277296579
46	0.02172278421
47	0.02061742819
48	0.01961741914
49	0.01876184336
50	0.01726937683
51	0.01601369911
52	0.01516794902
53	0.01454048073
54	0.0139735927
55	0.01328349079
56	0.01267177343
57	0.01215358721
58	0.01169064576
59	0.01121670046
60	0.01087347364
61	0.01044263922
62	0.01013262267
63	0.009803199451
64	0.009507674997
65	0.009236173116
66	0.008944351212
67	0.008668331616
68	0.008388127165
69	0.008144685609
70	0.007869064426
71	0.007630227143
72	0.007292269095
73	0.007067193958
74	0.006878424015
75	0.00660876506
76	0.006390249737
77	0.006208456852
78	0.006050916895
79	0.005905816401
80	0.005722064685
81	0.005439302629
82	0.005300337107
83	0.005183529357
84	0.005047661591
85	0.004948171496
86	0.004822541752
87	0.004703107078
88	0.004574834154
89	0.004451690503
90	0.004359035695
91	0.004266973335
92	0.004097147928
93	0.00400087261
94	0.003923744477
95	0.00383728806
96	0.003745827285
97	0.003663771835
98	0.003585749322
99	0.003486935235
100	0.003389683166
101	0.003319637426
102	0.003254118451
103	0.003199712129
104	0.00308745855
105	0.003028308224
106	0.002981649071
107	0.002925285393
108	0.002872836146
109	0.002791496385
110	0.002741572309
111	0.002693267683
112	0.00264255174
113	0.00259692289
114	0.002561972387
115	0.002518708963
116	0.002468593124
117	0.002436585104
118	0.002408828781
119	0.002363135741
120	0.002325696387
121	0.002299986801
122	0.002250554304
123	0.002217968369
124	0.002178664903
125	0.002147504569
126	0.002115811899
127	0.002071117794
128	0.002039415262
129	0.002011406071
130	0.001982320769
131	0.001954673741
132	0.001933775197
133	0.001911891065
134	0.001892790197
135	0.001864159571
136	0.001839399751
137	0.001797089757
138	0.001771088639
139	0.001747888038
140	0.001726171135
141	0.001704241851
142	0.001683149111
143	0.001661129909
144	0.001638636531
145	0.001620357198
146	0.001596243428
147	0.001580578927
148	0.001564259302
149	0.001543492257
150	0.001523599351
151	0.001508295592
152	0.001492197649
153	0.001477679663
154	0.00145740387
155	0.001441275951
156	0.001430164717
157	0.001410009709
158	0.001391658388
159	0.001377096294
160	0.001366691842
161	0.001350040083
162	0.001337686722
163	0.001318872395
164	0.001304651581
165	0.001291383784
166	0.001282408233
167	0.001269614283
168	0.001259101406
169	0.001250255331
170	0.001240075635
171	0.001231922477
172	0.001224166887
173	0.001197380053
174	0.001189511223
175	0.001176254625
176	0.001166539798
177	0.001151674738
178	0.001140105317
179	0.001132828679
180	0.001117428122
181	0.001106076215
182	0.001096157641
183	0.001082822434
184	0.001074105524
185	0.001065568516
186	0.001057802412
187	0.001048834321
188	0.001041611591
189	0.001032778232
190	0.001022882636
191	0.001000063323
192	0.0009900684027
193	0.0009849328389
194	0.0009774353934
195	0.00096853494
196	0.000961933818
197	0.0009551398244
198	0.0009473106922
199	0.0009410091838
200	0.000936167161
201	0.0009274439388
202	0.0009193463115
203	0.0009124946175
204	0.0009041339285
205	0.0008986816686
206	0.0008893355263
207	0.0008839069297
208	0.0008772790196
209	0.0008709669636
210	0.0008650086825
211	0.000859921126
212	0.0008558317902
213	0.00085039742
214	0.0008447478482
215	0.0008367811818
216	0.0008320659697
217	0.0008248622973
218	0.0008173529303
219	0.0008087429691
220	0.0008042717854
221	0.0007989522187
222	0.0007939886592
223	0.0007896561929
224	0.0007837913822
225	0.0007780394516
226	0.0007685103418
227	0.0007636414727
228	0.0007595411232
229	0.0007553460015
230	0.0007505814801
231	0.0007459989947
232	0.0007412916841
233	0.0007373602401
234	0.0007323544765
235	0.0007208298453
236	0.0007164647416
237	0.0007108757807
238	0.0007080405489
239	0.000704724239
240	0.0007017945399
241	0.0006958109886
242	0.0006900082979
243	0.0006874365988
244	0.0006809153725
245	0.0006767726255
246	0.0006727529083
247	0.0006701862386
248	0.0006673898466
249	0.000664419331
250	0.0006594023477
251	0.0006567718754
252	0.0006531586788
253	0.0006501374328
254	0.0006467515378
255	0.0006423187081
256	0.0006393324121
257	0.0006367086284
258	0.0006328205678
259	0.0006289654371
260	0.0006267458043
261	0.0006236002563
262	0.0006204609381
263	0.0006180695614
264	0.0006154760515
265	0.0006122542869
266	0.0006086381551
267	0.000604762698
268	0.0006022013964
269	0.0005990002248
270	0.0005955536645
271	0.0005927406787
272	0.0005886066217
273	0.0005855854092
274	0.0005806541734
275	0.0005777868301
276	0.0005749284818
277	0.0005720755164
278	0.0005699121904
279	0.000569902083
280	0.0005678965198
281	0.0005651399561
282	0.000563299148
283	0.0005604972219
284	0.000557148912
285	0.0005544679175
286	0.0005516005258
287	0.0005486034937
288	0.0005460024247
289	0.0005426792872
290	0.0005401140536
291	0.0005371622388
292	0.0005354687079
293	0.0005321603292
294	0.0005321514308
295	0.0005292614211
296	0.000527645911
297	0.0005265756872
298	0.0005237564628
299	0.0005209828575
300	0.0005186514245
301	0.0005168130048
302	0.0005167705924
303	0.0005144600749
304	0.0005118589576
305	0.0005110556034
306	0.0005110529919
307	0.0005109987795
308	0.0005082668946
309	0.0005082279642
310	0.0005082238535
311	0.000505739107
312	0.0005057014823
313	0.0005056930676
314	0.0005032622768
315	0.0004989058719
316	0.0004988976506
317	0.0004988847867
318	0.0004988903965
319	0.0004972164853
320	0.000497021171
321	0.0004970144488
322	0.0004933325986
323	0.0004913479991
324	0.0004890078426
325	0.0004865277239
326	0.0004865102656
327	0.0004865101689
328	0.0004860960073
329	0.0004837540553
330	0.0004813977402
331	0.0004813956607
332	0.0004813954672
333	0.0004813943549
334	0.0004811053993
335	0.0004811108157
336	0.0004801906368
337	0.0004801800457
338	0.0004792240985
339	0.0004788403706
340	0.0004787913328
341	0.0004784549688
342	0.0004784437491
343	0.0004784371721
344	0.0004755472294
345	0.0004755417646
346	0.0004755349941
347	0.0004755280785
348	0.0004755281269
349	0.0004739040569
350	0.0004739019291
351	0.0004738937077
352	0.0004738877594
353	0.0004738927405
354	0.0004738820528
355	0.0004705565879
356	0.0004705498174
357	0.0004682944795
358	0.0004682872738
359	0.0004682866934
360	0.0004682779885
361	0.0004682791491
362	0.0004682680745
363	0.0004682662368
364	0.0004666287077
365	0.0004635718534
366	0.000462633316
367	0.0004626323004
368	0.0004626396029
369	0.0004626282865
370	0.0004626238373
371	0.0004626250463
372	0.0004626249012
373	0.0004626156159
374	0.0004625802642
375	0.000462579829
376	0.0004625662396
377	0.0004625338862
378	0.0004625299207
379	0.0004625324838
380	0.0004622579397
381	0.0004622510725
382	0.0004622535872
383	0.0004622392724
384	0.0004622415938
385	0.0004617671746
386	0.0004617541172
387	0.0004617579377
388	0.0004617521344
389	0.0004617469115
390	0.0004617482656
391	0.0004617439615
392	0.000460005026
393	0.0004599959341
394	0.0004599954989
395	0.0004599890669
396	0.0004597225024
397	0.0004597139425
398	0.000459722986
399	0.0004597102187
400	0.0004597063015
401	0.000459708913
402	0.0004596997728
403	0.0004596915515
404	0.0004596915515
405	0.0004596964843
406	0.0004596845392
407	0.0004596869088
408	0.0004596801383
409	0.0004596794129
410	0.0004596687252
411	0.0004560003341
412	0.0004560006243
413	0.0004559885341
414	0.0004559819086
415	0.0004559803127
416	0.000455977798
417	0.000455653472
418	0.0004556482007
419	0.0004556448154
420	0.000455631758
421	0.000455630017
422	0.0004556251809
423	0.0004556165727
424	0.0004556128973
425	0.0004556074325
426	0.0004556022579
427	0.0004556028383
428	0.0004555926825
429	0.0004555988727
430	0.0004555867825
431	0.000455578271
432	0.0004555692759
433	0.0004555644398
434	0.0004555610546
435	0.0004555626021
436	0.000455549448
437	0.0004555431611
438	0.0004555417103
439	0.0004555387119
440	0.0004555314578
441	0.0004555315545
442	0.0004555251709
443	0.0004555244938
444	0.0004555125004
445	0.0004555135159
446	0.0004555013774
447	0.0004554979921
448	0.000455497702
449	0.0004554864674
450	0.0004554867092
451	0.0004554836625
452	0.000455485742
453	0.0004554817764
454	0.0004554486009
455	0.0004554465698
456	0.0004554485526
457	0.0004547848643
458	0.0004547453052
459	0.0004547063264
460	0.0004547018288
461	0.000454696219
462	0.0004546936559
463	0.0004546925919
464	0.0004546923985
465	0.0004546830165
466	0.0004546832583
